2026-05-27 11:22:50,119 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:51,132 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:51,135 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:52,146 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:52,147 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:53,152 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 1 with ConnectionError
2026-05-27 11:22:53,153 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 1 with ConnectionError
2026-05-27 11:22:54,162 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 11:22:54,163 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.92:443/TcpFull...
2026-05-27 11:22:54,164 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:54,165 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:55,173 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:55,174 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:56,189 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:56,212 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:57,218 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:57,218 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:58,228 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:58,228 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:59,240 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:22:59,240 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:00,251 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 2 with ConnectionError
2026-05-27 11:23:00,252 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 2 with ConnectionError
2026-05-27 11:23:01,266 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 11:23:01,267 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.92:443/TcpFull...
2026-05-27 11:23:01,269 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:01,270 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:02,279 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:02,279 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:03,294 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:03,295 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:04,306 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:04,306 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:05,317 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:05,318 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:06,331 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:06,332 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 11:23:07,353 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 3 with ConnectionError
2026-05-27 11:23:07,364 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 3 with ConnectionError
2026-05-27 11:23:08,365 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 11:23:08,380 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.92:443/TcpFull...
2026-05-27 11:23:08,439 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 11:23:08,549 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.92:443/TcpFull complete!
2026-05-27 11:25:24,931 | INFO     | telethon.network.mtprotosender | Disconnecting from 91.108.56.104:443/TcpFull...
2026-05-27 11:25:24,932 | INFO     | telethon.network.mtprotosender | Disconnection from 91.108.56.104:443/TcpFull complete!
2026-05-27 11:25:24,932 | INFO     | telethon.network.mtprotosender | Disconnecting from 149.154.167.92:443/TcpFull...
2026-05-27 11:25:24,933 | INFO     | telethon.network.mtprotosender | Disconnection from 149.154.167.92:443/TcpFull complete!
2026-05-27 16:29:54,881 | INFO     | telethon.crypto.libssl   | Failed to load SSL library: <class 'OSError'> (no library called "ssl" found)
2026-05-27 16:29:54,883 | INFO     | telethon.crypto.aes      | cryptg module not installed and libssl not found, falling back to (slower) Python encryption
2026-05-27 16:29:55,376 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 16:29:55,453 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 16:29:56,513 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:shinchantamil:1017
2026-05-27 16:29:56,514 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 262144 at 0, stride 262144
2026-05-27 16:29:56,627 | INFO     | telethon.client.downloads | File lives in another DC
2026-05-27 16:29:56,747 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 16:29:58,750 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-27 16:29:58,750 | INFO     | telethon.client.telegrambaseclient | Exporting auth for new borrowed sender in DcOption(id=4, ip_address='149.154.167.91', port=443, ipv6=False, media_only=False, tcpo_only=False, cdn=False, static=False, this_port_only=False, secret=None)
2026-05-27 16:34:17,198 | INFO     | telethon.network.mtprotosender | Disconnecting from 91.108.56.104:443/TcpFull...
2026-05-27 16:34:17,199 | INFO     | telethon.network.mtprotosender | Disconnection from 91.108.56.104:443/TcpFull complete!
2026-05-27 16:34:17,199 | INFO     | telethon.network.mtprotosender | Disconnecting from 149.154.167.91:443/TcpFull...
2026-05-27 16:34:17,200 | INFO     | telethon.network.mtprotosender | Disconnection from 149.154.167.91:443/TcpFull complete!
2026-05-27 16:34:25,929 | INFO     | telethon.crypto.libssl   | Failed to load SSL library: <class 'OSError'> (no library called "ssl" found)
2026-05-27 16:34:25,930 | INFO     | telethon.crypto.aes      | cryptg module not installed and libssl not found, falling back to (slower) Python encryption
2026-05-27 16:34:26,298 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 16:34:26,542 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 16:34:27,686 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:shinchantamil:1017
2026-05-27 16:34:27,690 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 262144 at 0, stride 262144
2026-05-27 16:34:27,831 | INFO     | telethon.client.downloads | File lives in another DC
2026-05-27 16:34:27,930 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 16:34:29,784 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-27 16:34:29,784 | INFO     | telethon.client.telegrambaseclient | Exporting auth for new borrowed sender in DcOption(id=4, ip_address='149.154.167.91', port=443, ipv6=False, media_only=False, tcpo_only=False, cdn=False, static=False, this_port_only=False, secret=None)
2026-05-27 16:52:03,282 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:52:42,494 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:52:55,936 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:Ben10AlienForceInTamilHD:386
2026-05-27 16:52:55,938 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 131072 at 0, stride 131072
2026-05-27 16:52:56,384 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:Dragon_ball_tamil_jh:912
2026-05-27 16:52:56,386 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 131072 at 0, stride 131072
2026-05-27 16:52:56,502 | INFO     | telethon.client.downloads | File lives in another DC
2026-05-27 16:53:34,317 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:54:19,102 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:55:04,553 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:55:08,790 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:55:14,121 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:55:57,657 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 16:56:10,476 | INFO     | telethon.client.updates  | Got difference for channel 2284983789 updates
2026-05-27 16:58:35,954 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 17:02:26,529 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,533 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,534 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,535 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,536 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:02:26,536 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:02:26,539 | INFO     | telethon.network.connection.connection | <class 'ConnectionAbortedError'> during disconnect: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,540 | INFO     | telethon.network.connection.connection | <class 'ConnectionAbortedError'> during disconnect: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:02:26,541 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 17:02:26,542 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 17:02:26,543 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:26,544 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:27,550 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:27,551 | WARNING  | telethon.network.mtprotosender | Attempt 2 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:28,560 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:28,560 | WARNING  | telethon.network.mtprotosender | Attempt 3 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:29,569 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:29,569 | WARNING  | telethon.network.mtprotosender | Attempt 4 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:30,580 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:30,581 | WARNING  | telethon.network.mtprotosender | Attempt 5 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:31,591 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:31,591 | WARNING  | telethon.network.mtprotosender | Attempt 6 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:02:32,598 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 1 with ConnectionError
2026-05-27 17:02:32,599 | INFO     | telethon.network.mtprotosender | Failed reconnection attempt 1 with ConnectionError
2026-05-27 17:02:33,611 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 17:02:33,612 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 17:02:33,735 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 17:02:33,911 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-27 17:03:35,334 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 17:04:26,422 | INFO     | telethon.client.updates  | Got difference for account updates
2026-05-27 17:04:27,095 | INFO     | telethon.client.updates  | Got difference for channel 3777601624 updates
2026-05-27 17:05:14,256 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:Dragon_ball_tamil_jh:911
2026-05-27 17:05:14,257 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 131072 at 0, stride 131072
2026-05-27 17:05:14,333 | INFO     | telethon.client.downloads | File lives in another DC
2026-05-27 17:07:35,753 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:09:36,589 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:09:36,752 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 17:10:36,413 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:10:36,508 | INFO     | telethon.client.updates  | Got difference for channel 3777601624 updates
2026-05-27 17:11:27,576 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,577 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,578 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,578 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,581 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:11:27,582 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:11:27,591 | INFO     | telethon.network.connection.connection | <class 'ConnectionAbortedError'> during disconnect: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,600 | INFO     | telethon.network.connection.connection | <class 'ConnectionAbortedError'> during disconnect: [WinError 1236] The network connection was aborted by the local system
2026-05-27 17:11:27,604 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 17:11:27,607 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 17:11:27,609 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:11:27,611 | WARNING  | telethon.network.mtprotosender | Attempt 1 at connecting failed: OSError: [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help
2026-05-27 17:11:28,720 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 17:11:28,861 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-27 17:12:36,957 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:13:37,276 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 17:16:18,682 | INFO     | TelegramTamilShorts      | Downloading Telegram video telegram:Dragon_ball_tamil_jh:910
2026-05-27 17:16:18,683 | INFO     | telethon.client.downloads | Starting direct file download in chunks of 262144 at 0, stride 262144
2026-05-27 17:16:18,930 | INFO     | telethon.client.downloads | File lives in another DC
2026-05-27 17:17:50,756 | INFO     | telethon.client.updates  | Got difference for channel 3777601624 updates
2026-05-27 17:20:41,050 | INFO     | telethon.client.updates  | Got difference for channel 2239324710 updates
2026-05-27 17:22:30,882 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:22:30,882 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:22:30,883 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:22:30,883 | INFO     | telethon.network.connection.connection | <class 'OSError'> during disconnect: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:22:30,883 | INFO     | telethon.network.mtprotosender | Connecting to 149.154.167.91:443/TcpFull...
2026-05-27 17:22:31,101 | INFO     | telethon.network.mtprotosender | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-27 17:23:09,324 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:23:09,324 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:23:09,324 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:23:09,325 | INFO     | telethon.network.connection.connection | <class 'OSError'> during disconnect: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:23:09,325 | INFO     | telethon.network.mtprotosender | Connecting to 91.108.56.104:443/TcpFull...
2026-05-27 17:23:09,387 | INFO     | telethon.network.mtprotosender | Connection to 91.108.56.104:443/TcpFull complete!
2026-05-27 17:24:42,503 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:26:12,724 | INFO     | telethon.client.updates  | Got difference for channel 3777601624 updates
2026-05-27 17:28:42,696 | INFO     | telethon.client.updates  | Got difference for channel 2019709775 updates
2026-05-27 17:31:01,243 | WARNING  | telethon.network.connection.connection | Server closed the connection: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:31:01,244 | INFO     | telethon.network.mtprotosender | Connection closed while receiving data: [WinError 121] The semaphore timeout period has expired
2026-05-27 17:31:01,244 | INFO     | telethon.network.mtprotosender | Closing current connection to begin reconnect...
2026-05-27 17:31:01,244 | INFO     | telethon.network.connection.connection | <class 'OSError'> during disconnect: [WinError 121] The semaphore timeout period has expired
